seed_id	annotation
fig|391904.5.peg.849	16S rRNA (cytosine(1402)-N(4))-methyltransferase EC 2.1.1.199)
fig|391904.5.peg.850	Cell division protein FtsL
fig|391904.5.peg.851	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
fig|391904.5.peg.852	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7)
fig|391904.5.peg.853	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)
fig|391904.5.peg.854	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
fig|391904.5.peg.855	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)
fig|391904.5.peg.856	Cell division protein FtsW
fig|391904.5.peg.857	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
fig|391904.5.peg.858	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)
fig|391904.5.peg.859	Cell division protein FtsQ
fig|391904.5.peg.860	hypothetical protein
fig|391904.5.peg.861	ABC transporter related
fig|391904.5.peg.862	hypothetical protein
fig|391904.5.peg.863	ABC-2 type transporter
fig|391904.5.peg.864	Mobile element protein
fig|391904.5.peg.865	FIG045511: hypothetical antitoxin (to FIG022160: hypothetical toxin)
fig|391904.5.peg.866	hypothetical protein
fig|391904.5.peg.867	hypothetical protein
fig|391904.5.peg.868	D-tyrosyl-tRNA(Tyr) deacylase (EC 3.6.1.n1)
fig|391904.5.peg.869	hypothetical protein
fig|391904.5.peg.870	"Exo-alpha-mannosidase, GH38"
fig|391904.5.peg.871	"Exo-alpha-mannosidase, GH38"
fig|391904.5.peg.872	hypothetical protein
fig|391904.5.peg.873	"Predicted N-acetylglucosamine ABC transporter, substrate-binding protein"
fig|391904.5.peg.874	"Predicted N-acetylglucosamine ABC transporter, permease protein 1"
fig|391904.5.peg.875	"Predicted N-acetylglucosamine ABC transporter, permease protein 2"
fig|391904.5.peg.876	"ATPase components of various ABC-type transport systems, contain duplicated ATPase"
fig|391904.5.peg.877	"Predicted transcriptional regulator of N-glycan utilization, LacI family"
fig|391904.5.peg.878	D-mannose isomerase (EC 5.3.1.7)
fig|391904.5.peg.879	"exo-alpha-1,6-mannosidase (EC 3.2.1.-), GH125 family"
fig|391904.5.peg.880	Fructokinase (EC 2.7.1.4)
fig|391904.5.peg.881	"Transcriptional regulator of fructose utilization, ROK family"
fig|391904.5.peg.882	"Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)"
fig|391904.5.peg.883	"Transciptional regulator of lacto-N-biose and galacto-N-biose utilization, ROK family"
fig|391904.5.peg.884	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)
fig|391904.5.peg.885	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)
fig|391904.5.peg.886	"Lacto-N-biose and Galacto-N-biose ABC transporter 2, periplasmic substrate-binding protein"
fig|391904.5.peg.887	"Lacto-N-biose and Galacto-N-biose ABC transporter 2, permease component 1"
fig|391904.5.peg.888	"Lacto-N-biose and Galacto-N-biose ABC transporter 2, permease component 2"
fig|391904.5.peg.889	hypothetical protein
fig|391904.5.peg.890	MutT/Nudix family protein
fig|391904.5.peg.891	Xaa-Pro aminopeptidase (EC 3.4.11.9)
fig|391904.5.peg.892	hypothetical protein
fig|391904.5.peg.893	Dihydrofolate synthase (EC 6.3.2.12)
fig|391904.5.peg.894	Chromosome partition protein smc
fig|391904.5.peg.895	hypothetical protein
fig|391904.5.peg.896	UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase
fig|391904.5.peg.897	RNA polymerase sigma-70 factor
fig|391904.5.peg.898	hypothetical protein
fig|391904.5.peg.899	hypothetical protein
fig|391904.5.peg.900	hypothetical protein
fig|391904.5.peg.901	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)
fig|391904.5.peg.902	Cys-tRNA(Pro) deacylase YbaK
fig|391904.5.peg.903	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
fig|391904.5.peg.904	FIG00425997: hypothetical protein
fig|391904.5.peg.905	Thiamin pyrophosphokinase (EC 2.7.6.2)
fig|391904.5.peg.906	Translation initiation factor 3
fig|391904.5.peg.907	LSU ribosomal protein L35p
fig|391904.5.peg.908	LSU ribosomal protein L20p
fig|391904.5.peg.909	Site-specific tyrosine recombinase XerD
fig|391904.5.peg.910	ParA-like membrane-associated ATPase
fig|391904.5.peg.911	Segregation and condensation protein A
fig|391904.5.peg.912	Segregation and condensation protein B
fig|391904.5.peg.913	Nudix-related transcriptional regulator NrtR
fig|391904.5.peg.914	Quinolinate synthetase (EC 2.5.1.72)
fig|391904.5.peg.915	L-aspartate oxidase (EC 1.4.3.16)
fig|391904.5.peg.916	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)
fig|391904.5.peg.917	Cysteine desulfurase (EC 2.8.1.7)
fig|391904.5.peg.918	GTP-binding protein TypA/BipA
fig|391904.5.peg.919	hypothetical protein
fig|391904.5.peg.920	Transposase
fig|391904.5.peg.921	hypothetical protein
fig|391904.5.peg.922	Prephenate dehydratase (EC 4.2.1.51)
fig|391904.5.peg.923	Arogenate dehydrogenase (EC 1.3.1.43)
fig|391904.5.peg.924	hypothetical protein
fig|391904.5.peg.925	Site-specific tyrosine recombinase XerC
fig|391904.5.peg.926	"Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)"
fig|391904.5.peg.927	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)
fig|391904.5.peg.928	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)
fig|391904.5.peg.929	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)
fig|391904.5.peg.930	Exodeoxyribonuclease III (EC 3.1.11.2)
fig|391904.5.peg.931	hypothetical protein
fig|391904.5.peg.932	"ABC-type Mn2+/Zn2+ transport systems, permease components"
fig|391904.5.peg.933	23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)
fig|391904.5.peg.934	hypothetical protein
fig|391904.5.peg.935	"Cation-transporting ATPase, E1-E2 family"
fig|391904.5.peg.936	Aconitate hydratase (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)
fig|391904.5.peg.937	Antitoxin DinJ (binds YafQ toxin)
fig|391904.5.peg.938	hypothetical protein
fig|391904.5.peg.939	hypothetical protein
fig|391904.5.peg.940	hypothetical protein
fig|391904.5.peg.941	response regulator of two-component system
fig|391904.5.peg.942	hypothetical protein
fig|391904.5.peg.943	Permease of the drug/metabolite transporter (DMT) superfamily
fig|391904.5.peg.944	GTP pyrophosphokinase (EC 2.7.6.5)
fig|391904.5.peg.945	tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)
fig|391904.5.peg.946	tRNA dimethylallyltransferase (EC 2.5.1.75)
fig|391904.5.peg.947	Cell filamentation protein fic
fig|391904.5.peg.948	DNA translocase FtsK
fig|391904.5.peg.949	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
fig|391904.5.peg.950	Nicotinamide-nucleotide amidase (EC 3.5.1.42)
fig|391904.5.peg.951	"Transcriptional regulator, Xre family"
fig|391904.5.peg.952	FIG00735507: hypothetical protein
fig|391904.5.peg.953	RecA protein
fig|391904.5.peg.954	Regulatory protein RecX
fig|391904.5.peg.955	Ribosome hibernation protein YhbH
fig|391904.5.peg.956	Protein translocase subunit SecA
fig|391904.5.peg.957	hypothetical protein
fig|391904.5.peg.958	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
fig|391904.5.peg.959	hypothetical protein
fig|391904.5.peg.960	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
fig|391904.5.peg.961	Serine/threonine protein kinase
fig|391904.5.peg.962	"Dimethylallyltransferase (EC 2.5.1.1) / (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)"
fig|391904.5.peg.963	hypothetical protein
fig|391904.5.peg.964	RNA polymerase sigma factor RpoD
fig|391904.5.peg.965	Topoisomerase IV subunit B (EC 5.99.1.-)
fig|391904.5.peg.966	Permeases of the major facilitator superfamily
fig|391904.5.peg.967	Ribokinase (EC 2.7.1.15)
fig|391904.5.peg.968	ATP-dependent helicase II
fig|391904.5.peg.969	hypothetical protein
fig|391904.5.peg.970	Topoisomerase IV subunit A (EC 5.99.1.-)
fig|391904.5.peg.971	hypothetical protein
fig|391904.5.peg.972	hypothetical protein
fig|391904.5.peg.973	hypothetical protein
fig|391904.5.peg.974	Deoxyuridine 5&#39;-triphosphate nucleotidohydrolase (EC 3.6.1.23)
fig|391904.5.peg.975	"Guanosine-3&#39;,5&#39;-bis(diphosphate) 3&#39;-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II"
fig|391904.5.peg.976	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
fig|391904.5.peg.977	hypothetical protein
fig|391904.5.peg.978	hypothetical protein
fig|391904.5.peg.979	hypothetical protein
fig|391904.5.peg.980	Transposase
fig|391904.5.peg.981	hypothetical protein
fig|391904.5.peg.982	hypothetical protein
fig|391904.5.peg.983	hypothetical protein
fig|391904.5.peg.984	Mobile element protein
fig|391904.5.peg.985	hypothetical protein
fig|391904.5.peg.986	hypothetical protein
fig|391904.5.peg.987	hypothetical protein
fig|391904.5.peg.988	hypothetical protein
fig|391904.5.peg.989	Integrase
fig|391904.5.peg.990	hypothetical protein
fig|391904.5.peg.991	hypothetical protein
fig|391904.5.peg.992	hypothetical protein
fig|391904.5.peg.993	hypothetical protein
fig|391904.5.peg.994	Transposase and inactivated derivatives
fig|391904.5.peg.995	hypothetical protein
fig|391904.5.peg.996	Mobile element protein
fig|391904.5.peg.997	hypothetical protein
fig|391904.5.peg.998	"Amino acid ABC transporter, ATP-binding protein"
fig|391904.5.peg.999	hypothetical protein
fig|391904.5.peg.1000	hypothetical protein
fig|391904.5.peg.1001	hypothetical protein
fig|391904.5.peg.1002	Mobile element protein
fig|391904.5.peg.1003	"antibiotic ABC transporter, ATP-binding protein"
fig|391904.5.peg.1004	hypothetical protein
fig|391904.5.peg.1005	DNA-binding response regulator mtrA
fig|391904.5.peg.1006	hypothetical protein
fig|391904.5.peg.1007	hypothetical protein
fig|391904.5.peg.1008	Permease of the drug/metabolite transporter (DMT) superfamily
fig|391904.5.peg.1009	hypothetical protein
fig|391904.5.peg.1010	hypothetical protein
fig|391904.5.peg.1011	hypothetical protein
fig|391904.5.peg.1012	Magnesium and cobalt transport protein CorA
fig|391904.5.peg.1013	hypothetical protein
fig|391904.5.peg.1014	Leucyl-tRNA synthetase (EC 6.1.1.4)
fig|391904.5.peg.1015	DNA uptake protein and related DNA-binding proteins
fig|391904.5.peg.1016	conserved hypothetical transmembrane protein related to ComA
fig|391904.5.peg.1017	DNA polymerase III delta subunit (EC 2.7.7.7)
fig|391904.5.peg.1018	"TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA"
fig|391904.5.peg.1019	"TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA"
fig|391904.5.peg.1020	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)
fig|391904.5.peg.1021	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)
fig|391904.5.peg.1022	COG0443: Molecular chaperone
fig|391904.5.peg.1023	hypothetical protein
fig|391904.5.peg.1024	Putative transposase
fig|391904.5.peg.1025	Putative transposase
fig|391904.5.peg.1026	methyltransferase small
fig|391904.5.peg.1027	ABC transporter related
fig|391904.5.peg.1028	hypothetical protein
fig|391904.5.peg.1029	Integrase
fig|391904.5.peg.1030	hypothetical protein
fig|391904.5.peg.1031	hypothetical protein
fig|391904.5.peg.1032	hypothetical protein
fig|391904.5.peg.1033	hypothetical protein
fig|391904.5.peg.1034	hypothetical protein
fig|391904.5.peg.1035	"Integrase, catalytic region"
fig|391904.5.peg.1036	hypothetical protein
fig|391904.5.peg.1037	hypothetical protein
fig|391904.5.peg.1038	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1039	hypothetical protein
fig|391904.5.peg.1040	hypothetical protein
fig|391904.5.peg.1041	hypothetical protein
fig|391904.5.peg.1042	hypothetical protein
fig|391904.5.peg.1043	Two-component system sensor kinase
fig|391904.5.peg.1044	hypothetical protein
fig|391904.5.peg.1045	hypothetical protein
fig|391904.5.peg.1046	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)
fig|391904.5.peg.1047	"Inosine-5&#39;-monophosphate dehydrogenase, catalytic domain (EC 1.1.1.205)"
fig|391904.5.peg.1048	hypothetical protein
fig|391904.5.peg.1049	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
fig|391904.5.peg.1050	Peptide deformylase (EC 3.5.1.88)
fig|391904.5.peg.1051	SSU ribosomal protein S2p (SAe)
fig|391904.5.peg.1052	Translation elongation factor Ts
fig|391904.5.peg.1053	Uridine monophosphate kinase (EC 2.7.4.22)
fig|391904.5.peg.1054	Ribosome recycling factor
fig|391904.5.peg.1055	Phosphatidate cytidylyltransferase (EC 2.7.7.41)
fig|391904.5.peg.1056	23S rRNA (adenine(2503)-C(2))-methyltransferase & tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192)
fig|391904.5.peg.1057	ThiJ/PfpI family protein
fig|391904.5.peg.1058	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)
fig|391904.5.peg.1059	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)
fig|391904.5.peg.1060	"Anthranilate synthase, aminase component (EC 4.1.3.27)"
fig|391904.5.peg.1061	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)
fig|391904.5.peg.1062	hypothetical protein
fig|391904.5.peg.1063	hypothetical protein
fig|391904.5.peg.1064	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1065	Putative short-chain dehydrogenase
fig|391904.5.peg.1066	hypothetical protein
fig|391904.5.peg.1067	hypothetical protein
fig|391904.5.peg.1068	Transmembrane component of energizing module of heme-specific ECF transporter
fig|391904.5.peg.1069	hypothetical protein
fig|391904.5.peg.1070	hypothetical protein
fig|391904.5.peg.1071	hypothetical protein
fig|391904.5.peg.1072	hypothetical protein
fig|391904.5.peg.1073	ABC transporter
fig|391904.5.peg.1074	FIG149030: hypothetical protein
fig|391904.5.peg.1075	FIG039767: hypothetical protein
fig|391904.5.peg.1076	FIG007317: Chromosome segregation protein SMC-like
fig|391904.5.peg.1077	Excinuclease ABC subunit A
fig|391904.5.peg.1078	Excinuclease ABC subunit C
fig|391904.5.peg.1079	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
fig|391904.5.peg.1080	RNase adapter protein RapZ
fig|391904.5.peg.1081	FIG001886: Cytoplasmic hypothetical protein
fig|391904.5.peg.1082	Phosphoglycerate kinase (EC 2.7.2.3)
fig|391904.5.peg.1083	Triosephosphate isomerase (EC 5.3.1.1)
fig|391904.5.peg.1084	Protein-export membrane protein SecG
fig|391904.5.peg.1085	Bifidobacterial aromatic lactate dehydrogenase
fig|391904.5.peg.1086	HAD family enzyme co-localized with predicted aromatic amino acids transaminase
fig|391904.5.peg.1087	Predicted aromatic amino acids transaminase @ Alanine transaminase (EC 2.6.1.2) @ Alanine transaminase (EC 2.6.1.2)
fig|391904.5.peg.1088	Predicted aromatic amino acids efflux pump
fig|391904.5.peg.1089	Branched-chain amino acid transport system carrier protein
fig|391904.5.peg.1090	Transaldolase (EC 2.2.1.2)
fig|391904.5.peg.1091	Transketolase (EC 2.2.1.1)
fig|391904.5.peg.1092	Heat-inducible transcription repressor HrcA
fig|391904.5.peg.1093	Chaperone protein DnaJ
fig|391904.5.peg.1094	hypothetical protein
fig|391904.5.peg.1095	hypothetical protein
fig|391904.5.peg.1096	hypothetical protein
fig|391904.5.peg.1097	hypothetical protein
fig|391904.5.peg.1098	hypothetical protein
fig|391904.5.peg.1099	Haemagluttinin domain protein
fig|391904.5.peg.1100	hypothetical protein
fig|391904.5.peg.1101	hypothetical protein
fig|391904.5.peg.1102	hypothetical protein
fig|391904.5.peg.1103	hypothetical protein
fig|391904.5.peg.1104	hypothetical protein
fig|391904.5.peg.1105	hypothetical protein
fig|391904.5.peg.1106	hypothetical protein
fig|391904.5.peg.1107	hypothetical protein
fig|391904.5.peg.1108	hypothetical protein
fig|391904.5.peg.1109	hypothetical protein
fig|391904.5.peg.1110	hypothetical protein
fig|391904.5.peg.1111	hypothetical protein
fig|391904.5.peg.1112	hypothetical protein
fig|391904.5.peg.1113	hypothetical protein
fig|391904.5.peg.1114	hypothetical protein
fig|391904.5.peg.1115	hypothetical protein
fig|391904.5.peg.1116	hypothetical protein
fig|391904.5.peg.1117	hypothetical protein
fig|391904.5.peg.1118	hypothetical protein
fig|391904.5.peg.1119	hypothetical protein
fig|391904.5.peg.1120	hypothetical protein
fig|391904.5.peg.1121	hypothetical protein
fig|391904.5.peg.1122	hypothetical protein
fig|391904.5.peg.1123	hypothetical protein
fig|391904.5.peg.1124	hypothetical protein
fig|391904.5.peg.1125	hypothetical protein
fig|391904.5.peg.1126	hypothetical protein
fig|391904.5.peg.1127	hypothetical protein
fig|391904.5.peg.1128	hypothetical protein
fig|391904.5.peg.1129	hypothetical protein
fig|391904.5.peg.1130	hypothetical protein
fig|391904.5.peg.1131	hypothetical protein
fig|391904.5.peg.1132	hypothetical protein
fig|391904.5.peg.1133	hypothetical protein
fig|391904.5.peg.1134	hypothetical protein
fig|391904.5.peg.1135	hypothetical protein
fig|391904.5.peg.1136	hypothetical protein
fig|391904.5.peg.1137	putative antirepressor protein
fig|391904.5.peg.1138	hypothetical protein
fig|391904.5.peg.1139	hypothetical protein
fig|391904.5.peg.1140	hypothetical protein
fig|391904.5.peg.1141	DNA-cytosine methyltransferase (EC 2.1.1.37)
fig|391904.5.peg.1142	hypothetical protein
fig|391904.5.peg.1143	hypothetical protein
fig|391904.5.peg.1144	hypothetical protein
fig|391904.5.peg.1145	Phage integrase
fig|391904.5.peg.1146	Fructosamine-3-kinase
fig|391904.5.peg.1147	Undecaprenyl-diphosphatase (EC 3.6.1.27)
fig|391904.5.peg.1148	hypothetical protein
fig|391904.5.peg.1149	Threonyl-tRNA synthetase (EC 6.1.1.3)
fig|391904.5.peg.1150	FIG049476: HIT family protein
fig|391904.5.peg.1151	FIG000859: hypothetical protein YebC
fig|391904.5.peg.1152	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)
fig|391904.5.peg.1153	Holliday junction DNA helicase RuvA
fig|391904.5.peg.1154	Holliday junction DNA helicase RuvB
fig|391904.5.peg.1155	Protein translocase subunit YajC
fig|391904.5.peg.1156	Adenine phosphoribosyltransferase (EC 2.4.2.7)
fig|391904.5.peg.1157	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
fig|391904.5.peg.1158	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)
fig|391904.5.peg.1159	hypothetical protein
fig|391904.5.peg.1160	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
fig|391904.5.peg.1161	Aquaporin Z
fig|391904.5.peg.1162	Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.22)
fig|391904.5.peg.1163	Cytidylate kinase (EC 2.7.4.25) / GTP-binding protein EngA
fig|391904.5.peg.1164	hypothetical protein
fig|391904.5.peg.1165	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|391904.5.peg.1166	hypothetical protein
fig|391904.5.peg.1167	hypothetical protein
fig|391904.5.peg.1168	FIG005666: putative helicase
fig|391904.5.peg.1169	FIG00820327: hypothetical protein
fig|391904.5.peg.1170	Phosphoglycolate phosphatase (EC 3.1.3.18)
fig|391904.5.peg.1171	hypothetical protein
fig|391904.5.peg.1172	hypothetical protein
fig|391904.5.peg.1173	hypothetical protein
fig|391904.5.peg.1174	hypothetical protein
fig|391904.5.peg.1175	"putative transposase, IS891/IS1136/IS1341"
fig|391904.5.peg.1176	hypothetical protein
fig|391904.5.peg.1177	hypothetical protein
fig|391904.5.peg.1178	hypothetical protein
fig|391904.5.peg.1179	hypothetical protein
fig|391904.5.peg.1180	hypothetical protein
fig|391904.5.peg.1181	hypothetical protein
fig|391904.5.peg.1182	hypothetical protein
fig|391904.5.peg.1183	hypothetical protein
fig|391904.5.peg.1184	hypothetical protein
fig|391904.5.peg.1185	hypothetical protein
fig|391904.5.peg.1186	LigA
fig|391904.5.peg.1187	hypothetical protein
fig|391904.5.peg.1188	hypothetical protein
fig|391904.5.peg.1189	hypothetical protein
fig|391904.5.peg.1190	cell divisionFtsK/SpoIIIE
fig|391904.5.peg.1191	hypothetical protein
fig|391904.5.peg.1192	hypothetical protein
fig|391904.5.peg.1193	hypothetical protein
fig|391904.5.peg.1194	putative virulence protein
fig|391904.5.peg.1195	hypothetical protein
fig|391904.5.peg.1196	hypothetical protein
fig|391904.5.peg.1197	adenine-specific methyltransferase EcoRI
fig|391904.5.peg.1198	hypothetical protein
fig|391904.5.peg.1199	hypothetical protein
fig|391904.5.peg.1200	hypothetical protein
fig|391904.5.peg.1201	N-formylglutamate deformylase (EC 3.5.1.68)
fig|391904.5.peg.1202	hypothetical protein
fig|391904.5.peg.1203	hypothetical protein
fig|391904.5.peg.1204	hypothetical protein
fig|391904.5.peg.1205	hypothetical protein
fig|391904.5.peg.1206	hypothetical protein
fig|391904.5.peg.1207	hypothetical protein
fig|391904.5.peg.1208	hypothetical protein
fig|391904.5.peg.1209	hypothetical protein
fig|391904.5.peg.1210	hypothetical protein
fig|391904.5.peg.1211	hypothetical protein
fig|391904.5.peg.1212	hypothetical protein
fig|391904.5.peg.1213	hypothetical protein
fig|391904.5.peg.1214	hypothetical protein
fig|391904.5.peg.1215	hypothetical protein
fig|391904.5.peg.1216	hypothetical protein
fig|391904.5.peg.1217	hypothetical protein
fig|391904.5.peg.1218	DNA methylase
fig|391904.5.peg.1219	hypothetical protein
fig|391904.5.peg.1220	hypothetical protein
fig|391904.5.peg.1221	hypothetical protein
fig|391904.5.peg.1222	hypothetical protein
fig|391904.5.peg.1223	hypothetical protein
fig|391904.5.peg.1224	DNA-cytosine methyltransferase (EC 2.1.1.37)
fig|391904.5.peg.1225	hypothetical protein
fig|391904.5.peg.1226	hypothetical protein
fig|391904.5.peg.1227	hypothetical protein
fig|391904.5.peg.1228	hypothetical protein
fig|391904.5.peg.1229	POSSIBLE RESOLVASE
fig|391904.5.peg.1230	"transposase, IS605 OrfB family( EC:2.1.1.37 )"
fig|391904.5.peg.1231	hypothetical protein
fig|391904.5.peg.1232	hypothetical protein
fig|391904.5.peg.1233	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake
fig|391904.5.peg.1234	hypothetical protein
fig|391904.5.peg.1235	hypothetical protein
fig|391904.5.peg.1236	hypothetical protein
fig|391904.5.peg.1237	hypothetical protein
fig|391904.5.peg.1238	hypothetical protein
fig|391904.5.peg.1239	hypothetical protein
fig|391904.5.peg.1240	hypothetical protein
fig|391904.5.peg.1241	hypothetical protein
fig|391904.5.peg.1242	3&#39;-to-5&#39; oligoribonuclease (orn)
fig|391904.5.peg.1243	hypothetical protein
fig|391904.5.peg.1244	hypothetical protein
fig|391904.5.peg.1245	AAA ATPase
fig|391904.5.peg.1246	hypothetical protein
fig|391904.5.peg.1247	hypothetical protein
fig|391904.5.peg.1248	Mobile element protein
fig|391904.5.peg.1249	hypothetical protein
fig|391904.5.peg.1250	hypothetical protein
fig|391904.5.peg.1251	hypothetical protein
fig|391904.5.peg.1252	hypothetical protein
fig|391904.5.peg.1253	hypothetical protein
fig|391904.5.peg.1254	hypothetical protein
fig|391904.5.peg.1255	hypothetical protein
fig|391904.5.peg.1256	hypothetical protein
fig|391904.5.peg.1257	DNA polymerase III beta subunit (EC 2.7.7.7)
fig|391904.5.peg.1258	hypothetical protein
fig|391904.5.peg.1259	hypothetical protein
fig|391904.5.peg.1260	hypothetical protein
fig|391904.5.peg.1261	hypothetical protein
fig|391904.5.peg.1262	hypothetical protein
fig|391904.5.peg.1263	hypothetical protein
fig|391904.5.peg.1264	hypothetical protein
fig|391904.5.peg.1265	hypothetical protein
fig|391904.5.peg.1266	hypothetical protein
fig|391904.5.peg.1267	hypothetical protein
fig|391904.5.peg.1268	cell divisionFtsK/SpoIIIE
fig|391904.5.peg.1269	hypothetical protein
fig|391904.5.peg.1270	hypothetical protein
fig|391904.5.peg.1271	hypothetical protein
fig|391904.5.peg.1272	hypothetical protein
fig|391904.5.peg.1273	hypothetical protein
fig|391904.5.peg.1274	hypothetical protein
fig|391904.5.peg.1275	Protein translocase subunit SecE
fig|391904.5.peg.1276	hypothetical protein
fig|391904.5.peg.1277	Protein-export membrane protein SecG
fig|391904.5.peg.1278	hypothetical protein
fig|391904.5.peg.1279	hypothetical protein
fig|391904.5.peg.1280	hypothetical protein
fig|391904.5.peg.1281	WhiB-type transcription regulator
fig|391904.5.peg.1282	hypothetical protein
fig|391904.5.peg.1283	hypothetical protein
fig|391904.5.peg.1284	hypothetical protein
fig|391904.5.peg.1285	hypothetical protein
fig|391904.5.peg.1286	hypothetical protein
fig|391904.5.peg.1287	hypothetical protein
fig|391904.5.peg.1288	hypothetical protein
fig|391904.5.peg.1289	hypothetical protein
fig|391904.5.peg.1290	hypothetical protein
fig|391904.5.peg.1291	hypothetical protein
fig|391904.5.peg.1292	LigA
fig|391904.5.peg.1293	hypothetical protein
fig|391904.5.peg.1294	hypothetical protein
fig|391904.5.peg.1295	hypothetical protein
fig|391904.5.peg.1296	hypothetical protein
fig|391904.5.peg.1297	hypothetical protein
fig|391904.5.peg.1298	hypothetical protein
fig|391904.5.peg.1299	hypothetical protein
fig|391904.5.peg.1300	hypothetical protein
fig|391904.5.peg.1301	hypothetical protein
fig|391904.5.peg.1302	hypothetical protein
fig|391904.5.peg.1303	hypothetical protein
fig|391904.5.peg.1304	hypothetical protein
fig|391904.5.peg.1305	hypothetical protein
fig|391904.5.peg.1306	hypothetical protein
fig|391904.5.peg.1307	hypothetical protein
fig|391904.5.peg.1308	hypothetical protein
fig|391904.5.peg.1309	hypothetical protein
fig|391904.5.peg.1310	hypothetical protein
fig|391904.5.peg.1311	hypothetical protein
fig|391904.5.peg.1312	hypothetical protein
fig|391904.5.peg.1313	hypothetical protein
fig|391904.5.peg.1314	hypothetical protein
fig|391904.5.peg.1315	hypothetical protein
fig|391904.5.peg.1316	hypothetical protein
fig|391904.5.peg.1317	hypothetical protein
fig|391904.5.peg.1318	transposase IS200-family protein
fig|391904.5.peg.1319	"transposase, IS605 OrfB family( EC:2.1.1.37 )"
fig|391904.5.peg.1320	hypothetical protein
fig|391904.5.peg.1321	hypothetical protein
fig|391904.5.peg.1322	hypothetical protein
fig|391904.5.peg.1323	hypothetical protein
fig|391904.5.peg.1324	Transposase
fig|391904.5.peg.1325	hypothetical protein
fig|391904.5.peg.1326	hypothetical protein
fig|391904.5.peg.1327	hypothetical protein
fig|391904.5.peg.1328	hypothetical protein
fig|391904.5.peg.1329	hypothetical protein
fig|391904.5.peg.1330	hypothetical protein
fig|391904.5.peg.1331	hypothetical protein
fig|391904.5.peg.1332	hypothetical protein
fig|391904.5.peg.1333	hypothetical protein
fig|391904.5.peg.1334	hypothetical protein
fig|391904.5.peg.1335	hypothetical protein
fig|391904.5.peg.1336	hypothetical protein
fig|391904.5.peg.1337	hypothetical protein
fig|391904.5.peg.1338	hypothetical protein
